60003	76101153	6303				21727	1		Fundo Santa Anita De Quicharco		
60004	65010781	6205				21748	1		La Vega De La Boca		
60005	65324870	6201				22771	1		Este Sector La Boca		
60006	8697721	6114				22985	1		Rinconada De Guacarhue		
70002	2355759	7301				355	1		Fundo La Esmeralda, Potrero Grande		
70003	79798290	7109				1623	1		El Colorado, Parcela 32-A		
70010	79798290	7109				1622	1		Laguna Los Temos		
70011	96618460	7401					1		Embalse Ancoa		
70012	78283380	7404				357	1		Campamento Cuatro		
70013	4716635	7109				351	1		Hijuela La Capilla		
70014	7017632	7402				361	1		Fundo Las Puertas De Rabones		
70015	96862780	7109				359	1		La Suiza Km 73		
70016	12297539	7109				20001	1		Estero Perquin		
70017	79798290	7105				5952	1		El Canelo		
70018	79798290	7109				362	1		Las Garzas		
70019	79798290	7105				5951	1		Talca Chico		
70020	79798290	7105				5953	1		Canelo Ii, Cercania Duao		
70021	79798290	7109				5957	1		El Colorado, Bramadero		
70022	77822670	7404				21770	1		La Florida, Palma Rosa		
70023	77822670	7404				21830	1		La Casona , Panamericana 5 Sur Km 338		
70024	11895015	7101				21114	1		Providencia		
70025	96862780	7109				21228	1		Fundo El Guanaco		
70026	2127624	7405				22253	1		Fundo San Guillermo		
80004	96535130	8301				438	1		Predio Millanhue, Llano Blanco		
80013	76065596	8312				21762	1		Piscicultura De Polcura		
80016	22222222	8101					1		Caleta Lenga		
80024	33333333	8106					1		Caleta Colcura		
80035	3669870	8202					1		Caleta Trana, Golfo Arauco		
80036	3669870	8202					1		Punta Lengua De Vaca, Golfo Arauco		
80039	5361392	8111					1		Quichiuto		
80040	81705100	8202					1		Caleta Llico, Golfo Arauco		
80042	81705100	8202					1		Bahia Llico		
80043	71003300	8202				20600	1		Estero Las Peñas		
80044	71003300	8202				20601	1		Rio Raqui		
80045	71003300	8202				20602	1		Rio Tubul		
80046	79720030	8311				437	1		Rio Pirquinco		
80050	71468100	8106				0	1		Caleta Lotilla		
80055	5596569	8202					1		Entre I. Verde Y Punta Lengua De Vaca		
80056	5596569	8202					1		Entre Isla Verde Y Punta Trana		
80057	4851963	8202					1		Fundo Las Peñas		
80060	96960650	8411				22400	1		Cueva De Los Pincheira.Parcela 4		
80063	85784200	8311				431	1		Parcela La Peña, Alto Del Bio Bio		
80066	96526400	8309					1		Rio Cañicura, Fundo Tinajon		
80067	3475206	8301				432	1		Cuñibal, Fundo Las Higueras		
80069	5647564	8110				465	1		Rio Lenga, Bahia San Vicente		
80070	5995915	8110				462	1		Bahia San Vicente, Rio Lenga		
80071	5995915	8110					1		Bahia San Vicente, Rio Lenga		
80072	7651623	8312				403	1		Polcura, Los Rastrojos		
80073	4922075	8302				435	1		Manquel, Cascada Manquel		
80074	86100500	8301				467	1		El Peral, Sector Santa Laura		
80075	86100500	8301				466	1		Coreo, Parcela San Jose		
